local_segment,local_segment_label,local_segment_start_datetime,local_segment_end_datetime,phone_locations_doryab_varspeed,phone_locations_doryab_maxlengthstayatclusters,phone_locations_doryab_timeattop1location,phone_locations_doryab_normalizedlocationentropy,phone_locations_doryab_timeattop3location,phone_locations_doryab_locationvariance,phone_locations_doryab_movingtostaticratio,phone_locations_doryab_outlierstimepercent,phone_locations_doryab_avgspeed,phone_locations_doryab_avglengthstayatclusters,phone_locations_doryab_homelabel,phone_locations_doryab_locationentropy,phone_locations_doryab_numberlocationtransitions,phone_locations_doryab_totaldistance,phone_locations_doryab_timeathome,phone_locations_doryab_numberofsignificantplaces,phone_locations_doryab_timeattop2location,phone_locations_doryab_minlengthstayatclusters,phone_locations_doryab_minutesdataused,phone_locations_doryab_radiusgyration,phone_locations_doryab_loglocationvariance,phone_locations_doryab_stdlengthstayatclusters
"hour_04#2023-02-22 04:00:00,2023-02-22 05:00:00",hour_04,2023-02-22 04:00:00,2023-02-22 05:00:00,553.7956522649882,30.015416666666667,30.015416666666667,-0.0,0.0,2.2992797150499402e-07,0.5001284392204781,0.0,4.670616404531909,30.015416666666667,1.0,-0.0,0.0,2335.3082022659546,30.015416666666667,1.0,0.0,30.015416666666667,60.01541666666666,0.0,-6.638408192143835,0.0
"hour_04#2023-02-23 04:00:00,2023-02-23 05:00:00",hour_04,2023-02-23 04:00:00,2023-02-23 05:00:00,601.7135732335897,29.015733333333333,29.015733333333333,-0.0,0.0,4.929596576965075e-07,0.4834715988095275,0.0,7.058876898811315,29.015733333333333,1.0,-0.0,0.0,3647.045220937271,29.015733333333333,1.0,0.0,29.015733333333333,60.015383333333325,0.0,-6.3071886205943395,0.0
"hour_04#2023-02-24 04:00:00,2023-02-24 05:00:00",hour_04,2023-02-24 04:00:00,2023-02-24 05:00:00,0.0,60.015399999999985,60.015399999999985,-0.0,0.0,2.0200448969635166e-28,1.0,0.0,0.0,60.015399999999985,1.0,-0.0,0.0,0.0,60.015399999999985,1.0,0.0,60.015399999999985,60.015399999999985,0.0,-27.694638977936137,0.0
"hour_04#2023-02-25 04:00:00,2023-02-25 05:00:00",hour_04,2023-02-25 04:00:00,2023-02-25 05:00:00,246.8184820464016,29.015716666666666,29.015716666666666,-0.0,0.0,2.1222260298794846e-07,0.483471589629431,0.0,4.0956907232839415,29.015716666666666,1.0,-0.0,0.0,2116.081844475616,29.015716666666666,1.0,0.0,29.015716666666666,60.01534999999999,0.0,-6.673208362988063,0.0
"hour_04#2023-02-26 04:00:00,2023-02-26 05:00:00",hour_04,2023-02-26 04:00:00,2023-02-26 05:00:00,88.61234029936396,32.015249999999995,32.015249999999995,-0.0,0.0,7.127812697040173e-08,0.5334513217320355,0.0,3.0402806807095066,32.015249999999995,1.0,-0.0,0.0,1418.8010290874154,32.015249999999995,1.0,0.0,32.015249999999995,60.01531666666668,0.0,-7.147043721107919,0.0
"hour_04#2023-02-27 04:00:00,2023-02-27 05:00:00",hour_04,2023-02-27 04:00:00,2023-02-27 05:00:00,93.49741563100025,32.015833333333326,32.015833333333326,-0.0,0.0,7.299814116695324e-08,0.5334607451815799,0.0,3.068438715578254,32.015833333333326,1.0,-0.0,0.0,1431.9133492913104,32.015833333333326,1.0,0.0,32.015833333333326,60.01534999999999,0.0,-7.136688198663287,0.0
"hour_04#2023-02-28 04:00:00,2023-02-28 05:00:00",hour_04,2023-02-28 04:00:00,2023-02-28 05:00:00,0.0,60.015383333333325,60.015383333333325,-0.0,0.0,0.0,1.0,0.0,0.0,60.015383333333325,1.0,-0.0,0.0,0.0,60.015383333333325,1.0,0.0,60.015383333333325,60.015383333333325,0.0,,0.0
"hour_05#2023-02-14 05:00:00,2023-02-14 06:00:00",hour_05,2023-02-14 05:00:00,2023-02-14 06:00:00,0.0,60.01533333333332,60.01533333333332,-0.0,0.0,5.050112243967103e-29,1.0,0.0,0.0,60.01533333333332,1.0,-0.0,0.0,0.0,60.01533333333332,1.0,0.0,60.01533333333332,60.01533333333332,0.0,-28.296698969130087,0.0
"hour_05#2023-02-15 05:00:00,2023-02-15 06:00:00",hour_05,2023-02-15 05:00:00,2023-02-15 06:00:00,0.0,60.01545,60.01545,-0.0,0.0,5.05011224124006e-29,1.0,0.0,0.0,60.01545,1.0,-0.0,0.0,0.0,60.01545,1.0,0.0,60.01545,60.01545,0.0,-28.296698969364606,0.0
"hour_05#2023-02-16 05:00:00,2023-02-16 06:00:00",hour_05,2023-02-16 05:00:00,2023-02-16 06:00:00,0.0,60.01541666666665,60.01541666666665,-0.0,0.0,5.050112242019215e-29,1.0,0.0,0.0,60.01541666666665,1.0,-0.0,0.0,0.0,60.01541666666665,1.0,0.0,60.01541666666665,60.01541666666665,0.0,-28.2966989692976,0.0
"hour_05#2023-02-17 05:00:00,2023-02-17 06:00:00",hour_05,2023-02-17 05:00:00,2023-02-17 06:00:00,0.0,60.015349999999984,60.015349999999984,-0.0,0.0,2.02004489743101e-28,1.0,0.0,0.0,60.015349999999984,1.0,-0.0,0.0,0.0,60.015349999999984,1.0,0.0,60.015349999999984,60.015349999999984,0.0,-27.69463897783563,0.0
"hour_05#2023-02-18 05:00:00,2023-02-18 06:00:00",hour_05,2023-02-18 05:00:00,2023-02-18 06:00:00,5.759196025601141,27.999599999999997,27.999599999999997,-0.0,0.0,5.158108183491116e-07,0.4665403842292657,0.0,7.252125127306448,27.999599999999997,1.0,-0.0,0.0,3869.707779701095,27.999599999999997,1.0,0.0,27.999599999999997,60.015383333333325,0.0,-6.287509553434894,0.0
"hour_05#2023-02-19 05:00:00,2023-02-19 06:00:00",hour_05,2023-02-19 05:00:00,2023-02-19 06:00:00,0.0,60.01544999999999,60.01544999999999,-0.0,0.0,2.020044896496024e-28,1.0,0.0,0.0,60.01544999999999,1.0,-0.0,0.0,0.0,60.01544999999999,1.0,0.0,60.01544999999999,60.01544999999999,0.0,-27.694638978036643,0.0
"hour_05#2023-02-20 05:00:00,2023-02-20 06:00:00",hour_05,2023-02-20 05:00:00,2023-02-20 06:00:00,0.0,60.01533333333333,60.01533333333333,-0.0,0.0,4.0954949251065973e-10,1.0,0.0,0.0,60.01533333333333,1.0,-0.0,0.0,0.0,60.01533333333333,1.0,0.0,60.01533333333333,60.01533333333333,0.0,-9.387693607882882,0.0
"hour_05#2023-02-21 05:00:00,2023-02-21 06:00:00",hour_05,2023-02-21 05:00:00,2023-02-21 06:00:00,1823.5666563162038,30.015449999999998,30.015449999999998,-0.0,0.0,6.526578313111343e-07,0.5001295501900763,0.0,8.399019851035913,30.015449999999998,1.0,-0.0,0.0,4199.495927151538,30.015449999999998,1.0,0.0,30.015449999999998,60.01535,0.0,-6.185314446474391,0.0
"hour_05#2023-02-22 05:00:00,2023-02-22 06:00:00",hour_05,2023-02-22 05:00:00,2023-02-22 06:00:00,2.107232137742933,28.016949999999998,28.016949999999998,-0.0,0.0,2.2992546680795928e-07,0.4668293471342355,0.0,4.380393446048583,28.016949999999998,1.0,-0.0,0.0,2336.096677728555,28.016949999999998,1.0,0.0,28.016949999999998,60.0154,0.0,-6.638412923112489,0.0
"hour_05#2023-02-23 05:00:00,2023-02-23 06:00:00",hour_05,2023-02-23 05:00:00,2023-02-23 06:00:00,1306.8714506520694,30.015733333333333,30.015733333333333,-0.0,0.0,4.928641665167052e-07,0.5001342712045057,0.0,7.282762082416616,30.015733333333333,1.0,-0.0,0.0,3641.33451245056,30.015733333333333,1.0,0.0,30.015733333333333,60.01535,0.0,-6.3072727558963475,0.0
"hour_05#2023-02-24 05:00:00,2023-02-24 06:00:00",hour_05,2023-02-24 05:00:00,2023-02-24 06:00:00,0.0,60.015399999999985,60.015399999999985,-0.0,0.0,2.0200448969635166e-28,1.0,0.0,0.0,60.015399999999985,1.0,-0.0,0.0,0.0,60.015399999999985,1.0,0.0,60.015399999999985,60.015399999999985,0.0,-27.694638977936137,0.0
"hour_05#2023-02-25 05:00:00,2023-02-25 06:00:00",hour_05,2023-02-25 05:00:00,2023-02-25 06:00:00,1.736710199147186,28.0157,28.0157,-0.0,0.0,2.125462940004518e-07,0.4668086487825483,0.0,3.9700429173400003,28.0157,1.0,-0.0,0.0,2117.3352695770473,28.0157,1.0,0.0,28.0157,60.015383333333325,0.0,-6.672546463075994,0.0
"hour_05#2023-02-26 05:00:00,2023-02-26 06:00:00",hour_05,2023-02-26 05:00:00,2023-02-26 06:00:00,93.46135134034158,32.017599999999995,32.017599999999995,-0.0,0.0,7.299628774290194e-08,0.5334897376340071,0.0,3.068627046109488,32.017599999999995,1.0,-0.0,0.0,1431.9134385260702,32.017599999999995,1.0,0.0,32.017599999999995,60.01540000000001,0.0,-7.136699225547589,0.0
"hour_05#2023-02-27 05:00:00,2023-02-27 06:00:00",hour_05,2023-02-27 05:00:00,2023-02-27 06:00:00,93.59869277563196,32.01496666666666,32.01496666666666,-0.0,0.0,7.299824687084228e-08,0.5334463044315605,0.0,3.0683432590872384,32.01496666666666,1.0,-0.0,0.0,1431.9131242115334,32.01496666666666,1.0,0.0,32.01496666666666,60.015350000000005,0.0,-7.13668756978998,0.0
"hour_05#2023-02-28 05:00:00,2023-02-28 06:00:00",hour_05,2023-02-28 05:00:00,2023-02-28 06:00:00,0.0,60.01538333333332,60.01538333333332,-0.0,0.0,5.05011224279837e-29,1.0,0.0,0.0,60.01538333333332,1.0,-0.0,0.0,0.0,60.01538333333332,1.0,0.0,60.01538333333332,60.01538333333332,0.0,-28.296698969230597,0.0
"hour_06#2023-02-14 06:00:00,2023-02-14 07:00:00",hour_06,2023-02-14 06:00:00,2023-02-14 07:00:00,0.0,60.01543333333333,60.01543333333333,-0.0,0.0,5.050112241629637e-29,1.0,0.0,0.0,60.01543333333333,1.0,-0.0,0.0,0.0,60.01543333333333,1.0,0.0,60.01543333333333,60.01543333333333,0.0,-28.296698969331104,0.0
"hour_06#2023-02-15 06:00:00,2023-02-15 07:00:00",hour_06,2023-02-15 06:00:00,2023-02-15 07:00:00,0.0,60.015349999999984,60.015349999999984,-0.0,0.0,2.5250561217887624e-28,1.0,0.0,0.0,60.015349999999984,1.0,-0.0,0.0,0.0,60.015349999999984,1.0,0.0,60.015349999999984,60.015349999999984,0.0,-27.597728964827574,0.0
"hour_06#2023-02-16 06:00:00,2023-02-16 07:00:00",hour_06,2023-02-16 06:00:00,2023-02-16 07:00:00,0.0,60.01549999999998,60.01549999999998,-0.0,0.0,5.05011224007133e-29,1.0,0.0,0.0,60.01549999999998,1.0,-0.0,0.0,0.0,60.01549999999998,1.0,0.0,60.01549999999998,60.01549999999998,0.0,-28.296698969465115,0.0
"hour_06#2023-02-17 06:00:00,2023-02-17 07:00:00",hour_06,2023-02-17 06:00:00,2023-02-17 07:00:00,0.0,60.015399999999985,60.015399999999985,-0.0,0.0,0.0,1.0,0.0,0.0,60.015399999999985,1.0,-0.0,0.0,0.0,60.015399999999985,1.0,0.0,60.015399999999985,60.015399999999985,0.0,,0.0
"hour_06#2023-02-18 06:00:00,2023-02-18 07:00:00",hour_06,2023-02-18 06:00:00,2023-02-18 07:00:00,1428.7262510787543,29.99961666666666,29.99961666666666,-0.0,0.0,5.226503705238004e-07,0.4998657287954942,0.0,7.767088735586554,29.99961666666666,1.0,-0.0,0.0,3885.581071061719,29.99961666666666,1.0,0.0,29.99961666666666,60.01535,0.0,-6.281788737382576,0.0
"hour_06#2023-02-19 06:00:00,2023-02-19 07:00:00",hour_06,2023-02-19 06:00:00,2023-02-19 07:00:00,0.0,60.01548333333332,60.01548333333332,-0.0,0.0,0.0,1.0,0.0,0.0,60.01548333333332,1.0,-0.0,0.0,0.0,60.01548333333332,1.0,0.0,60.01548333333332,60.01548333333332,0.0,,0.0
"hour_06#2023-02-20 06:00:00,2023-02-20 07:00:00",hour_06,2023-02-20 06:00:00,2023-02-20 07:00:00,0.0,60.015333333333324,60.015333333333324,-0.0,0.0,5.050112243967103e-29,1.0,0.0,0.0,60.015333333333324,1.0,-0.0,0.0,0.0,60.015333333333324,1.0,0.0,60.015333333333324,60.015333333333324,0.0,-28.296698969130087,0.0
"hour_06#2023-02-21 06:00:00,2023-02-21 07:00:00",hour_06,2023-02-21 06:00:00,2023-02-21 07:00:00,6.8129175880909,28.015616666666666,28.015616666666666,-0.0,0.0,6.526570991672634e-07,0.46680726024966374,0.0,7.87681988556016,28.015616666666666,1.0,-0.0,0.0,4200.939973554752,28.015616666666666,1.0,0.0,28.015616666666666,60.01538333333334,0.0,-6.1853149336611,0.0
"hour_06#2023-02-22 06:00:00,2023-02-22 07:00:00",hour_06,2023-02-22 06:00:00,2023-02-22 07:00:00,538.4008896005985,30.01418333333333,30.01418333333333,-0.0,0.0,2.2992398317372763e-07,0.5001081667117014,0.0,4.670473795680772,30.01418333333333,1.0,-0.0,0.0,2335.3303073163006,30.01418333333333,1.0,0.0,30.01418333333333,60.015383333333325,0.0,-6.638415725482526,0.0
"hour_06#2023-02-23 06:00:00,2023-02-23 07:00:00",hour_06,2023-02-23 06:00:00,2023-02-23 07:00:00,5.175435970012426,28.015716666666666,28.015716666666666,-0.0,0.0,4.94225933320157e-07,0.4668087968532521,0.0,6.856156715386997,28.015716666666666,1.0,-0.0,0.0,3656.580729601512,28.015716666666666,1.0,0.0,28.015716666666666,60.0154,0.0,-6.306074469775006,0.0
"hour_06#2023-02-24 06:00:00,2023-02-24 07:00:00",hour_06,2023-02-24 06:00:00,2023-02-24 07:00:00,0.0,60.01544999999999,60.01544999999999,-0.0,0.0,5.050112241240061e-29,1.0,0.0,0.0,60.01544999999999,1.0,-0.0,0.0,0.0,60.01544999999999,1.0,0.0,60.01544999999999,60.01544999999999,0.0,-28.296698969364606,0.0
"hour_06#2023-02-25 06:00:00,2023-02-25 07:00:00",hour_06,2023-02-25 06:00:00,2023-02-25 07:00:00,247.94349576814605,29.0157,29.0157,-0.0,0.0,2.122229300501077e-07,0.4834711776594994,0.0,4.0956827439886245,29.0157,1.0,-0.0,0.0,2116.0799972677673,29.0157,1.0,0.0,29.0157,60.01536666666667,0.0,-6.673207693685268,0.0
"hour_06#2023-02-26 06:00:00,2023-02-26 07:00:00",hour_06,2023-02-26 06:00:00,2023-02-26 07:00:00,93.48012095845195,32.01698333333333,32.01698333333333,-0.0,0.0,7.299706673476325e-08,0.5334791661922514,0.0,3.0685557098576535,32.01698333333333,1.0,-0.0,0.0,1431.9133935777336,32.01698333333333,1.0,0.0,32.01698333333333,60.01543333333335,0.0,-7.136694590927499,0.0
"hour_06#2023-02-27 06:00:00,2023-02-27 07:00:00",hour_06,2023-02-27 06:00:00,2023-02-27 07:00:00,93.5210816851461,32.01671666666666,32.01671666666666,-0.0,0.0,7.299717911967958e-08,0.5334756117880985,0.0,3.0685372507138466,32.01671666666666,1.0,-0.0,0.0,1431.9133035020704,32.01671666666666,1.0,0.0,32.01671666666666,60.01533333333333,0.0,-7.136693922296367,0.0
"hour_06#2023-02-28 06:00:00,2023-02-28 07:00:00",hour_06,2023-02-28 06:00:00,2023-02-28 07:00:00,0.0,60.01536666666665,60.01536666666665,-0.0,0.0,3.3668304874676736e-10,1.0,0.0,0.0,60.01536666666665,1.0,-0.0,0.0,0.0,60.01536666666665,1.0,0.0,60.01536666666665,60.01536666666665,0.0,-9.472778748836335,0.0
"hour_07#2023-02-14 07:00:00,2023-02-14 08:00:00",hour_07,2023-02-14 07:00:00,2023-02-14 08:00:00,0.0,60.01546666666665,60.01546666666665,-0.0,0.0,2.525056120425242e-28,1.0,0.0,0.0,60.01546666666665,1.0,-0.0,0.0,0.0,60.01546666666665,1.0,0.0,60.01546666666665,60.01546666666665,0.0,-27.59772896506209,0.0
"hour_07#2023-02-15 07:00:00,2023-02-15 08:00:00",hour_07,2023-02-15 07:00:00,2023-02-15 08:00:00,0.0,60.015333333333324,60.015333333333324,-0.0,0.0,0.0,1.0,0.0,0.0,60.015333333333324,1.0,-0.0,0.0,0.0,60.015333333333324,1.0,0.0,60.015333333333324,60.015333333333324,0.0,,0.0
"hour_07#2023-02-16 07:00:00,2023-02-16 08:00:00",hour_07,2023-02-16 07:00:00,2023-02-16 08:00:00,0.0,60.01541666666666,60.01541666666666,-0.0,0.0,0.0,1.0,0.0,0.0,60.01541666666666,1.0,-0.0,0.0,0.0,60.01541666666666,1.0,0.0,60.01541666666666,60.01541666666666,0.0,,0.0
"hour_07#2023-02-17 07:00:00,2023-02-17 08:00:00",hour_07,2023-02-17 07:00:00,2023-02-17 08:00:00,0.0,60.01543333333332,60.01543333333332,-0.0,0.0,2.0200448966518553e-28,1.0,0.0,0.0,60.01543333333332,1.0,-0.0,0.0,0.0,60.01543333333332,1.0,0.0,60.01543333333332,60.01543333333332,0.0,-27.69463897800314,0.0
"hour_07#2023-02-18 07:00:00,2023-02-18 08:00:00",hour_07,2023-02-18 07:00:00,2023-02-18 08:00:00,5.767974399786353,27.999599999999994,27.999599999999994,-0.0,0.0,5.251588417199561e-07,0.46654038422926564,0.0,7.291254340650735,27.999599999999994,1.0,-0.0,0.0,3890.58698664167,27.999599999999994,1.0,0.0,27.999599999999994,60.015383333333325,0.0,-6.279709318215348,0.0
"hour_07#2023-02-19 07:00:00,2023-02-19 08:00:00",hour_07,2023-02-19 07:00:00,2023-02-19 08:00:00,0.0,60.01539999999999,60.01539999999999,-0.0,0.0,0.0,1.0,0.0,0.0,60.01539999999999,1.0,-0.0,0.0,0.0,60.01539999999999,1.0,0.0,60.01539999999999,60.01539999999999,0.0,,0.0
"hour_07#2023-02-20 07:00:00,2023-02-20 08:00:00",hour_07,2023-02-20 07:00:00,2023-02-20 08:00:00,0.0,60.01536666666665,60.01536666666665,-0.0,0.0,2.020044897275179e-28,1.0,0.0,0.0,60.01536666666665,1.0,-0.0,0.0,0.0,60.01536666666665,1.0,0.0,60.01536666666665,60.01536666666665,0.0,-27.694638977869133,0.0
"hour_07#2023-02-21 07:00:00,2023-02-21 08:00:00",hour_07,2023-02-21 07:00:00,2023-02-21 08:00:00,2752.631520521506,31.017366666666664,31.017366666666664,-0.0,0.0,6.526501112417031e-07,0.5168233162312461,0.0,8.687819755778797,31.017366666666664,1.0,-0.0,0.0,4198.830527817689,31.017366666666664,1.0,0.0,31.017366666666664,60.01541666666667,0.0,-6.18531958362777,0.0
"hour_07#2023-02-22 07:00:00,2023-02-22 08:00:00",hour_07,2023-02-22 07:00:00,2023-02-22 08:00:00,2.1064232127097804,28.015133333333335,28.015133333333335,-0.0,0.0,2.2992554202738028e-07,0.4667992067589337,0.0,4.380147061399892,28.015133333333335,1.0,-0.0,0.0,2336.0966833593643,28.015133333333335,1.0,0.0,28.015133333333335,60.01538333333334,0.0,-6.638412781034386,0.0
"hour_07#2023-02-23 07:00:00,2023-02-23 08:00:00",hour_07,2023-02-23 07:00:00,2023-02-23 08:00:00,2023.611552036525,31.015733333333326,31.015733333333326,-0.0,0.0,4.947523688089237e-07,0.5167966750728494,0.0,7.554899899393032,31.015733333333326,1.0,-0.0,0.0,3651.4866839572733,31.015733333333326,1.0,0.0,31.015733333333326,60.01534999999999,0.0,-6.305612117772033,0.0
"hour_07#2023-02-24 07:00:00,2023-02-24 08:00:00",hour_07,2023-02-24 07:00:00,2023-02-24 08:00:00,0.0,60.01538333333332,60.01538333333332,-0.0,0.0,2.5250561213991844e-28,1.0,0.0,0.0,60.01538333333332,1.0,-0.0,0.0,0.0,60.01538333333332,1.0,0.0,60.01538333333332,60.01538333333332,0.0,-27.59772896489458,0.0
"hour_07#2023-02-25 07:00:00,2023-02-25 08:00:00",hour_07,2023-02-25 07:00:00,2023-02-25 08:00:00,250.2252047646396,29.015633333333334,29.015633333333334,-0.0,0.0,2.122256253837319e-07,0.4834702010957752,0.0,4.0956688852440655,29.015633333333334,1.0,-0.0,0.0,2116.076250050808,29.015633333333334,1.0,0.0,29.015633333333334,60.015350000000005,0.0,-6.673202177970796,0.0
"hour_07#2023-02-26 07:00:00,2023-02-26 08:00:00",hour_07,2023-02-26 07:00:00,2023-02-26 08:00:00,93.5120849933471,32.01389999999999,32.01389999999999,-0.0,0.0,7.300013528769917e-08,0.5334282349275449,0.0,3.068223111058741,32.01389999999999,1.0,-0.0,0.0,1431.9133051209908,32.01389999999999,1.0,0.0,32.01389999999999,60.01538333333333,0.0,-7.136676335021369,0.0
"hour_07#2023-02-27 07:00:00,2023-02-27 08:00:00",hour_07,2023-02-27 07:00:00,2023-02-27 08:00:00,93.4104659191232,32.01481666666666,32.01481666666666,-0.0,0.0,7.29974896084552e-08,0.5334430643673319,0.0,3.0683185653079015,32.01481666666666,1.0,-0.0,0.0,1431.9135326400533,32.01481666666666,1.0,0.0,32.01481666666666,60.01543333333335,0.0,-7.136692075056832,0.0
"hour_07#2023-02-28 07:00:00,2023-02-28 08:00:00",hour_07,2023-02-28 07:00:00,2023-02-28 08:00:00,0.0,60.01543333333332,60.01543333333332,-0.0,0.0,2.5250561208148183e-28,1.0,0.0,0.0,60.01543333333332,1.0,-0.0,0.0,0.0,60.01543333333332,1.0,0.0,60.01543333333332,60.01543333333332,0.0,-27.597728964995085,0.0
"hour_08#2023-02-14 08:00:00,2023-02-14 09:00:00",hour_08,2023-02-14 08:00:00,2023-02-14 09:00:00,0.0,60.01536666666665,60.01536666666665,-0.0,0.0,0.0,1.0,0.0,0.0,60.01536666666665,1.0,-0.0,0.0,0.0,60.01536666666665,1.0,0.0,60.01536666666665,60.01536666666665,0.0,,0.0
"hour_08#2023-02-15 08:00:00,2023-02-15 09:00:00",hour_08,2023-02-15 08:00:00,2023-02-15 09:00:00,0.0,60.01533333333332,60.01533333333332,-0.0,0.0,5.050112243967103e-29,1.0,0.0,0.0,60.01533333333332,1.0,-0.0,0.0,0.0,60.01533333333332,1.0,0.0,60.01533333333332,60.01533333333332,0.0,-28.296698969130087,0.0
"hour_08#2023-02-16 08:00:00,2023-02-16 09:00:00",hour_08,2023-02-16 08:00:00,2023-02-16 09:00:00,0.0,60.01531666666666,60.01531666666666,-0.0,0.0,0.0,1.0,0.0,0.0,60.01531666666666,1.0,-0.0,0.0,0.0,60.01531666666666,1.0,0.0,60.01531666666666,60.01531666666666,0.0,,0.0
"hour_08#2023-02-17 08:00:00,2023-02-17 09:00:00",hour_08,2023-02-17 08:00:00,2023-02-17 09:00:00,0.0,60.01539999999999,60.01539999999999,-0.0,0.0,2.0200448969635166e-28,1.0,0.0,0.0,60.01539999999999,1.0,-0.0,0.0,0.0,60.01539999999999,1.0,0.0,60.01539999999999,60.01539999999999,0.0,-27.694638977936137,0.0
"hour_08#2023-02-18 08:00:00,2023-02-18 09:00:00",hour_08,2023-02-18 08:00:00,2023-02-18 09:00:00,1383.6937854641974,30.000149999999998,30.000149999999998,-0.0,0.0,5.166830024798696e-07,0.4998746154108906,0.0,7.7530312637690635,30.000149999999998,1.0,-0.0,0.0,3878.4797331380196,30.000149999999998,1.0,0.0,30.000149999999998,60.015350000000005,0.0,-6.286775825372512,0.0
"hour_08#2023-02-19 08:00:00,2023-02-19 09:00:00",hour_08,2023-02-19 08:00:00,2023-02-19 09:00:00,0.0,60.01533333333332,60.01533333333332,-0.0,0.0,5.050112243967103e-29,1.0,0.0,0.0,60.01533333333332,1.0,-0.0,0.0,0.0,60.01533333333332,1.0,0.0,60.01533333333332,60.01533333333332,0.0,-28.296698969130087,0.0
"hour_08#2023-02-20 08:00:00,2023-02-20 09:00:00",hour_08,2023-02-20 08:00:00,2023-02-20 09:00:00,0.0,60.01533333333332,60.01533333333332,-0.0,0.0,1.9872221085084111e-10,1.0,0.0,0.0,60.01533333333332,1.0,-0.0,0.0,0.0,60.01533333333332,1.0,0.0,60.01533333333332,60.01533333333332,0.0,-9.701753589805751,0.0
"hour_08#2023-02-21 08:00:00,2023-02-21 09:00:00",hour_08,2023-02-21 08:00:00,2023-02-21 09:00:00,839.1356896229036,29.016499999999997,29.016499999999997,-0.0,0.0,6.526450755949226e-07,0.4834841047786332,0.0,8.129813079890754,29.016499999999997,1.0,-0.0,0.0,4200.256636318504,29.016499999999997,1.0,0.0,29.016499999999997,60.015416666666674,0.0,-6.1853229345228495,0.0
"hour_08#2023-02-22 08:00:00,2023-02-22 09:00:00",hour_08,2023-02-22 08:00:00,2023-02-22 09:00:00,498.4743651710089,30.015483333333332,30.015483333333332,-0.0,0.0,2.2991911226417956e-07,0.5001299667140804,0.0,4.67079356576341,30.015483333333332,1.0,-0.0,0.0,2335.3877007831047,30.015483333333332,1.0,0.0,30.015483333333332,60.015366666666665,0.0,-6.638424926051849,0.0
"hour_08#2023-02-23 08:00:00,2023-02-23 09:00:00",hour_08,2023-02-23 08:00:00,2023-02-23 09:00:00,5.149150495763646,28.015733333333333,28.015733333333333,-0.0,0.0,4.937792522700931e-07,0.46680920419570193,0.0,6.850778366201875,28.015733333333333,1.0,-0.0,0.0,3653.7084991005304,28.015733333333333,1.0,0.0,28.015733333333333,60.01538333333335,0.0,-6.306467162305895,0.0
"hour_08#2023-02-24 08:00:00,2023-02-24 09:00:00",hour_08,2023-02-24 08:00:00,2023-02-24 09:00:00,0.0,60.015333333333324,60.015333333333324,-0.0,0.0,0.0,1.0,0.0,0.0,60.015333333333324,1.0,-0.0,0.0,0.0,60.015333333333324,1.0,0.0,60.015333333333324,60.015333333333324,0.0,,0.0
"hour_08#2023-02-25 08:00:00,2023-02-25 09:00:00",hour_08,2023-02-25 08:00:00,2023-02-25 09:00:00,1.732268382590878,28.015366666666665,28.015366666666665,-0.0,0.0,2.1222571463215803e-07,0.4668029650167568,0.0,3.9683988739500857,28.015366666666665,1.0,-0.0,0.0,2116.4816041060867,28.015366666666665,1.0,0.0,28.015366666666665,60.0154,0.0,-6.673201995334553,0.0
"hour_08#2023-02-26 08:00:00,2023-02-26 09:00:00",hour_08,2023-02-26 08:00:00,2023-02-26 09:00:00,93.4730597212408,32.01473333333333,32.01473333333333,-0.0,0.0,7.299843002325423e-08,0.5334425646779157,0.0,3.0683200989018236,32.01473333333333,1.0,-0.0,0.0,1431.9133960218403,32.01473333333333,1.0,0.0,32.01473333333333,60.01533333333332,0.0,-7.136686480147619,0.0
"hour_08#2023-02-27 08:00:00,2023-02-27 09:00:00",hour_08,2023-02-27 08:00:00,2023-02-27 09:00:00,93.53868977963674,32.01568333333333,32.01568333333333,-0.0,0.0,7.299826083717217e-08,0.5334585421110556,0.0,3.0684257364529737,32.01568333333333,1.0,-0.0,0.0,1431.9132588541095,32.01568333333333,1.0,0.0,32.01568333333333,60.015316666666656,0.0,-7.136687486698951,0.0
"hour_08#2023-02-28 08:00:00,2023-02-28 09:00:00",hour_08,2023-02-28 08:00:00,2023-02-28 09:00:00,0.0,60.015383333333325,60.015383333333325,-0.0,0.0,2.525056121399185e-28,1.0,0.0,0.0,60.015383333333325,1.0,-0.0,0.0,0.0,60.015383333333325,1.0,0.0,60.015383333333325,60.015383333333325,0.0,-27.59772896489458,0.0
"hour_09#2023-02-14 09:00:00,2023-02-14 10:00:00",hour_09,2023-02-14 09:00:00,2023-02-14 10:00:00,0.0,60.01541666666667,60.01541666666667,-0.0,0.0,2.4473317417564243e-11,1.0,0.0,0.0,60.01541666666667,1.0,-0.0,0.0,0.0,60.01541666666667,1.0,0.0,60.01541666666667,60.01541666666667,0.0,-10.611307156986982,0.0
"hour_09#2023-02-15 09:00:00,2023-02-15 10:00:00",hour_09,2023-02-15 09:00:00,2023-02-15 10:00:00,0.0,60.015449999999994,60.015449999999994,-0.0,0.0,5.05011224124006e-29,1.0,0.0,0.0,60.015449999999994,1.0,-0.0,0.0,0.0,60.015449999999994,1.0,0.0,60.015449999999994,60.015449999999994,0.0,-28.296698969364606,0.0
